DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,$9.90,0.00,0.00%,255308625.00,,2021,37307,,,/market-activity/stocks/dwin
DX,Dynex Capital Inc. Common Stock,$15.94,-0.04,-0.25%,584452932.00,United States,,335479,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/dx
DXC,DXC Technology Company Common Stock ,$30.69,-0.10,-0.325%,7741209263.00,,,653223,Technology,EDP Services,/market-activity/stocks/dxc
DY,Dycom Industries Inc. Common Stock,$85.32,-1.23,-1.421%,2575016300.00,United States,,61015,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,/market-activity/stocks/dy
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,$19.72,0.2099,1.076%,79964600.00,,2020,3326,Finance,Finance/Investors Services,/market-activity/stocks/dyfn
E,ENI S.p.A. Common Stock,$30.38,0.04,0.132%,53768903878.00,Italy,,168186,Energy,Oil & Gas Production,/market-activity/stocks/e
EAF,GrafTech International Ltd. Common Stock,$11.305,0.365,3.336%,2975727061.00,United States,2018,1373883,Consumer Durables,Metal Fabrications,/market-activity/stocks/eaf
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,$25.28,-0.05,-0.197%,0.00,United States,2016,6787,,,/market-activity/stocks/eai
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,$10.4499,-0.0001,-0.001%,135173198.00,United States,2013,77883,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/earn
EAT,Brinker International Inc. Common Stock,$38.022,3.292,9.479%,1726864641.00,United States,,3705478,Consumer Services,Restaurants,/market-activity/stocks/eat
EB,Eventbrite Inc. Class A Common Stock,$14.28,-0.39,-2.658%,1356732019.00,United States,2018,349630,Technology,EDP Services,/market-activity/stocks/eb
EBF,Ennis Inc. Common Stock,$18.66,-0.27,-1.426%,485509054.00,United States,,54693,Consumer Services,Office Equipment/Supplies/Services,/market-activity/stocks/ebf
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$6.48,-0.10,-1.52%,10166672297.00,,2016,1624719,Public Utilities,Electric Utilities: Central,/market-activity/stocks/ebr
EBS,Emergent Biosolutions Inc. Common Stock,$44.99,-2.05,-4.358%,2420401893.00,United States,2006,132580,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/ebs
EC,Ecopetrol S.A. American Depositary Shares,$14.70,-0.02,-0.136%,30220770590.00,Colombia,,280630,Energy,Oil & Gas Production,/market-activity/stocks/ec
ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,$17.88,0.08,0.449%,89400.00,,2021,161225,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/ecat
ECC           ,Eagle Point Credit Company Inc. Common Stock,$14.08,0.12,0.86%,538015611.00,United States,2014,493349,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/ecc           
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,$25.15,0.01,0.04%,0.00,United States,2016,8518,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccb
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,$25.50,0.15,0.592%,0.00,United States,,5635,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccc
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,$24.3999,0.0099,0.041%,0.00,United States,2022,16027,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccv
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,$26.0413,0.00,0.00%,0.00,United States,2021,12,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccw
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,$25.34,0.01,0.039%,0.00,United States,2018,368,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccx
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,$25.177,-0.013,-0.052%,0.00,United States,2017,2223,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eccy
ECL,Ecolab Inc. Common Stock,$192.64,0.98,0.511%,55204326020.00,United States,,748760,Consumer Non-Durables,Package Goods/Cosmetics,/market-activity/stocks/ecl
ECOM          ,ChannelAdvisor Corporation Common Stock,$20.6568,-0.5032,-2.378%,620715109.00,United States,2013,62704,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/ecom          
ECVT,Ecovyst Inc. Common Stock,$10.25,-0.05,-0.485%,1404862017.00,United States,2017,295355,Basic Industries,Major Chemicals,/market-activity/stocks/ecvt
ED,Consolidated Edison Inc. Common Stock,$87.08,1.03,1.197%,30804439931.00,United States,,730677,Public Utilities,Power Generation,/market-activity/stocks/ed
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,$5.53,0.06,1.097%,365489451.00,United States,2007,73930,Finance,Finance Companies,/market-activity/stocks/edd
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$6.5999,0.0599,0.916%,111168036.00,United States,2010,71433,Finance,Investment Managers,/market-activity/stocks/edf
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,$7.98,0.06,0.758%,79290285.00,United States,2012,18461,Finance,Finance Companies,/market-activity/stocks/edi
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$5.86,-0.1332,-2.223%,256468959.00,Argentina,2007,5485,Public Utilities,Electric Utilities: Central,/market-activity/stocks/edn
EDR,Endeavor Group Holdings Inc. Class A Common Stock,$31.2713,-0.8287,-2.582%,8259058946.00,,2021,447089,Consumer Services,Movies/Entertainment,/market-activity/stocks/edr
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),$1.40,-0.01,-0.709%,2375752656.00,China,2006,10253837,Consumer Services,Other Consumer Services,/market-activity/stocks/edu
EEA,The European Equity Fund Inc. Common Stock,$9.869,0.069,0.704%,69150030.00,United States,,16527,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eea
EEX,Emerald Holding Inc. Common Stock,$3.28,-0.25,-7.082%,230037759.00,United States,2017,35112,Technology,Advertising,/market-activity/stocks/eex
EFC,Ellington Financial Inc. Common Stock ,$17.61,-0.09,-0.508%,1011301216.00,United States,2010,359293,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/efc
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,$9.25,0.03,0.325%,218675902.00,United States,2017,53819,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/efl
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,$14.45,-0.09,-0.619%,409226182.00,United States,2003,70965,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/efr
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$14.61,0.01,0.068%,422442423.00,United States,2004,64409,Finance,Finance Companies,/market-activity/stocks/eft
EFX,Equifax Inc. Common Stock,$243.77,1.55,0.64%,29740310287.00,United States,,464300,Technology,Advertising,/market-activity/stocks/efx
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,$11.8995,0.0595,0.503%,49291620.00,United States,2005,2521,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/egf
EGGF,EG Acquisition Corp. Class A Common Stock,$9.65,0.00,0.00%,271406250.00,,2021,170,,,/market-activity/stocks/eggf
EGHT,8x8 Inc Common Stock,$14.79,-0.59,-3.836%,1690316769.00,United States,,670832,Technology,EDP Services,/market-activity/stocks/eght
EGO,Eldorado Gold Corporation Ordinary Shares,$9.00,0.21,2.389%,1643931288.00,Canada,,1605583,,,/market-activity/stocks/ego
EGP,EastGroup Properties Inc. Common Stock,$200.15,3.41,1.733%,8142957241.00,United States,,134076,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/egp
EGY,VAALCO Energy Inc.  Common Stock,$5.4006,0.3106,6.102%,320603908.00,United States,,1100688,Energy,Oil & Gas Production,/market-activity/stocks/egy
EHC,Encompass Health Corporation Common Stock,$62.31,0.85,1.383%,6199377301.00,United States,,1407884,Health Care,Medical Specialities,/market-activity/stocks/ehc
EHI,Western Asset Global High Income Fund Inc Common Stock,$9.34,0.02,0.215%,211992754.00,United States,2003,51071,Finance,Investment Managers,/market-activity/stocks/ehi
EIC,Eagle Point Income Company Inc. Common Stock,$17.095,0.0551,0.323%,0.00,,2019,9088,Finance,Finance/Investors Services,/market-activity/stocks/eic
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,$25.3687,0.2088,0.83%,0.00,,2021,2400,Finance,Finance/Investors Services,/market-activity/stocks/eica
EIG,Employers Holdings Inc Common Stock,$38.99,-0.09,-0.23%,1090331176.00,United States,2007,46871,Finance,Property-Casualty Insurers,/market-activity/stocks/eig
EIX,Edison International Common Stock,$61.97,0.30,0.486%,23542914624.00,United States,,1056427,Public Utilities,Electric Utilities: Central,/market-activity/stocks/eix
EL,Estee Lauder Companies Inc. (The) Common Stock,$317.18,2.16,0.686%,114168114429.00,United States,1995,1303642,Consumer Non-Durables,Package Goods/Cosmetics,/market-activity/stocks/el
ELAN,Elanco Animal Health Incorporated Common Stock,$25.43,-0.11,-0.431%,12030898491.00,United States,2018,1565800,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/elan
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,$40.36,-0.17,-0.419%,0.00,United States,2020,5127,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/elat
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,$25.28,-0.03,-0.119%,0.00,United States,2016,12130,,,/market-activity/stocks/elc
ELF,e.l.f. Beauty Inc. Common Stock,$29.61,-0.17,-0.571%,1540650820.00,United States,2016,286366,Consumer Non-Durables,Package Goods/Cosmetics,/market-activity/stocks/elf
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),$6.55,-0.04,-0.607%,17924427063.00,Brazil,2021,430843,Public Utilities,Electric Utilities: Central,/market-activity/stocks/elp
ELS,Equity Lifestyle Properties Inc. Common Stock,$79.16,0.93,1.189%,14551520901.00,United States,,215874,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/els
ELVT,Elevate Credit Inc. Common Stock,$2.97,-0.02,-0.669%,96731091.00,United States,2017,47354,Finance,Finance Companies,/market-activity/stocks/elvt
ELY,Callaway Golf Company Common Stock,$24.22,0.05,0.207%,4505254284.00,United States,1992,636666,Consumer Non-Durables,Recreational Products/Toys,/market-activity/stocks/ely
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,$12.015,0.055,0.46%,729863334.00,United States,,115723,Finance,Finance/Investors Services,/market-activity/stocks/emd
EME,EMCOR Group Inc. Common Stock,$117.65,-0.17,-0.144%,6279496278.00,United States,,79773,Capital Goods,Engineering & Construction,/market-activity/stocks/eme
EMF,Templeton Emerging Markets Fund Common Stock,$15.90,-0.15,-0.935%,255484205.00,United States,1987,18060,Finance,Finance/Investors Services,/market-activity/stocks/emf
EMN,Eastman Chemical Company Common Stock,$121.06,1.23,1.026%,16275340176.00,United States,,448310,Basic Industries,Major Chemicals,/market-activity/stocks/emn
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,$25.88,0.26,1.015%,344388214.00,United States,2011,29861,Finance,Investment Managers,/market-activity/stocks/emo
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,$25.2734,-0.0366,-0.145%,0.00,United States,2016,10325,,,/market-activity/stocks/emp
EMR,Emerson Electric Company Common Stock,$96.995,4.515,4.882%,57779864661.00,United States,,2967685,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/emr
ENB,Enbridge Inc Common Stock,$43.14,0.60,1.41%,87405314622.00,Canada,,2694451,Energy,Oil & Gas Production,/market-activity/stocks/enb
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,$26.5913,-0.0087,-0.033%,0.00,Canada,2018,40039,Energy,Oil & Gas Production,/market-activity/stocks/enba
ENFN,Enfusion Inc. Class A Common Stock,$13.615,-0.435,-3.096%,892916466.00,,2021,78338,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/enfn
ENIA,Enel Americas S.A. American Depositary Shares,$5.77,-0.13,-2.203%,12380308013.00,Chile,,143768,Public Utilities,Electric Utilities: Central,/market-activity/stocks/enia
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$2.0041,-0.0459,-2.239%,2772333946.00,,2016,350758,Public Utilities,Electric Utilities: Central,/market-activity/stocks/enic
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,$25.2813,-0.0187,-0.074%,0.00,United States,,6217,Public Utilities,Power Generation,/market-activity/stocks/enj
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,$8.125,0.005,0.062%,3964655630.00,,,629657,Public Utilities,Natural Gas Distribution,/market-activity/stocks/enlc
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,$25.2999,0.0199,0.079%,0.00,United States,2016,3959,,,/market-activity/stocks/eno
ENPC,Executive Network Partnering Corporation Class A Common Stock,$9.84,-0.01,-0.102%,436738560.00,,2020,9655,,,/market-activity/stocks/enpc
ENR,Energizer Holdings Inc. Common Stock,$37.11,0.05,0.135%,2643854672.00,United States,2015,338295,Basic Industries,Metal Fabrications,/market-activity/stocks/enr
ENS,EnerSys Common Stock,$75.13,-0.18,-0.239%,3147293219.00,United States,2004,142201,Consumer Non-Durables,Telecommunications Equipment,/market-activity/stocks/ens
ENV,Envestnet Inc Common Stock,$72.54,-1.29,-1.747%,3963894838.00,United States,2010,395197,Technology,EDP Services,/market-activity/stocks/env
ENVA,Enova International Inc. Common Stock,$39.39,-0.55,-1.377%,1434636267.00,United States,2014,184706,Finance,Finance: Consumer Services,/market-activity/stocks/enva
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),$3.36,0.04,1.205%,162865151.00,United States,,48858,Health Care,Medical Specialities,/market-activity/stocks/enz
EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares,$9.7209,-0.0191,-0.196%,740611069.00,,2021,344,,,/market-activity/stocks/eocw
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,$5.52,-0.01,-0.181%,238704059.00,United States,2007,216297,Finance,Investment Managers,/market-activity/stocks/eod
EOG,EOG Resources Inc. Common Stock,$111.97,-1.21,-1.069%,65512525173.00,United States,,2666703,Energy,Oil & Gas Production,/market-activity/stocks/eog
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,$19.22,0.17,0.892%,761274121.00,United States,2004,83863,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/eoi
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,$22.3935,0.1035,0.464%,1144895209.00,,2005,82118,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eos
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$20.58,0.11,0.537%,319771196.00,United States,2009,14754,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/eot
EPAC,Enerpac Tool Group Corp. Common Stock,$17.75,-0.05,-0.281%,1070663067.00,United States,,84253,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/epac
EPAM,EPAM Systems Inc. Common Stock,$475.76,-8.60,-1.776%,26984897390.00,United States,2012,355111,Technology,EDP Services,/market-activity/stocks/epam
EPC,Edgewell Personal Care Company Common Stock,$44.77,0.27,0.607%,2440605927.00,,,229014,Consumer Non-Durables,Package Goods/Cosmetics,/market-activity/stocks/epc
EPD,Enterprise Products Partners L.P. Common Stock,$23.825,0.035,0.147%,51989246226.00,United States,,5472298,Public Utilities,Natural Gas Distribution,/market-activity/stocks/epd
EPR,EPR Properties Common Stock,$44.42,-0.89,-1.964%,3322857334.00,United States,1997,501380,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/epr
EPRT,Essential Properties Realty Trust Inc. Common Stock,$26.60,0.22,0.834%,3233864729.00,United States,2018,198667,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/eprt
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,$9.75,0.00,0.00%,336375000.00,,2021,132,,,/market-activity/stocks/epwr
EQC,Equity Commonwealth Common Shares of Beneficial Interest,$26.04,0.05,0.192%,3148372736.00,United States,,423052,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/eqc
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,$9.83,0.00,0.00%,508702500.00,United States,2020,55,,,/market-activity/stocks/eqd
EQH,Equitable Holdings Inc. Common Stock,$34.71,0.07,0.202%,14049515815.00,United States,2018,1959459,,,/market-activity/stocks/eqh
EQHA,EQ Health Acquisition Corp. Class A Common Stock,$9.73,0.00,0.00%,267574514.00,,2021,124,,,/market-activity/stocks/eqha
EQNR,Equinor ASA,$28.485,0.285,1.011%,92076470534.00,Norway,,2365213,Energy,Integrated oil Companies,/market-activity/stocks/eqnr
EQR,Equity Residential Common Shares of Beneficial Interest,$92.14,4.04,4.586%,34553994695.00,United States,,2127352,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/eqr
EQS,Equus Total Return Inc. Common Stock,$2.68,0.00,0.00%,36228631.00,United States,,3129,Finance,Finance/Investors Services,/market-activity/stocks/eqs
EQT,EQT Corporation Common Stock,$22.08,0.29,1.331%,8345238208.00,United States,,6324526,Energy,Oil & Gas Production,/market-activity/stocks/eqt
ERF,Enerplus Corporation Common Stock,$12.085,0.045,0.374%,3081675000.00,Canada,,1119491,,,/market-activity/stocks/erf
ERJ,Embraer S.A. Common Stock,$15.045,-0.675,-4.294%,2768818250.00,Brazil,2000,1226622,Capital Goods,Aerospace,/market-activity/stocks/erj
ERO,Ero Copper Corp. Common Shares,$12.87,0.40,3.208%,1154391922.00,,2021,43546,,,/market-activity/stocks/ero
ES,Eversource Energy (D/B/A) Common Stock,$88.68,0.71,0.807%,30488699408.00,United States,,1078039,Public Utilities,Electric Utilities: Central,/market-activity/stocks/es
ESE,ESCO Technologies Inc. Common Stock,$79.13,0.45,0.572%,2065385740.00,United States,,56136,Capital Goods,Telecommunications Equipment,/market-activity/stocks/ese
ESGC,Eros STX Global Corporation A Ordinary Shares,$0.2217,-0.0079,-3.441%,84008901.00,,2013,4060967,Consumer Services,Movies/Entertainment,/market-activity/stocks/esgc
ESI,Element Solutions Inc. Common Stock,$23.52,0.60,2.618%,5821280015.00,United States,2014,768047,Basic Industries,Industrial Specialties,/market-activity/stocks/esi
ESM,ESM Acquisition Corporation Class A Ordinary Shares,$9.70,0.00,0.00%,372165555.00,,2021,13826,Finance,Major Banks,/market-activity/stocks/esm
ESMT,EngageSmart Inc. Common Stock,$21.04,-1.65,-7.272%,3401990002.00,,2021,173110,Technology,EDP Services,/market-activity/stocks/esmt
ESNT,Essent Group Ltd. Common Shares,$45.46,-0.59,-1.281%,5020260404.00,,2013,309997,Finance,Property-Casualty Insurers,/market-activity/stocks/esnt
ESRT,Empire State Realty Trust Inc. Class A Common Stock,$9.195,0.015,0.163%,1595049156.00,United States,2013,709490,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/esrt
ESS,Essex Property Trust Inc. Common Stock,$338.89,7.40,2.232%,22057615048.00,United States,1994,173645,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/ess
ESTC,Elastic N.V. Ordinary Shares,$88.58,-5.81,-6.155%,8203737402.00,United States,2018,999362,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/estc
ESTE,Earthstone Energy Inc. Class A Common Stock,$12.75,-1.01,-7.34%,681739096.00,United States,,720437,Energy,Oil & Gas Production,/market-activity/stocks/este
ET,Energy Transfer LP Common Units ,$9.9037,0.1037,1.058%,31507105294.00,United States,,13203285,Public Utilities,Natural Gas Distribution,/market-activity/stocks/et
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,$16.49,0.22,1.352%,454136463.00,United States,2005,20741,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/etb
ETD,Ethan Allen Interiors Inc. Common Stock,$25.07,-0.08,-0.318%,634298351.00,United States,,292333,Consumer Durables,Home Furnishings,/market-activity/stocks/etd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,$21.53,0.30,1.413%,1642743607.00,United States,2004,102841,Finance,Investment Managers,/market-activity/stocks/etg
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$10.39,0.04,0.386%,665699321.00,United States,2007,108162,Finance,Finance Companies,/market-activity/stocks/etj
ETN,Eaton Corporation PLC Ordinary Shares,$160.95,1.56,0.979%,64154670000.00,Ireland,,708403,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/etn
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,$30.86,0.25,0.817%,499089213.00,United States,2004,14425,Finance,Investment Managers,/market-activity/stocks/eto
ETR,Entergy Corporation Common Stock,$111.89,1.88,1.709%,22487797433.00,United States,,769866,Public Utilities,Electric Utilities: Central,/market-activity/stocks/etr
ETRN,Equitrans Midstream Corporation Common Stock ,$7.785,-0.255,-3.172%,3367020285.00,,2018,7101249,Energy,Oilfield Services/Equipment,/market-activity/stocks/etrn
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,$15.90,0.22,1.403%,1679373836.00,United States,2005,407503,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/etv
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,$10.6799,0.1199,1.135%,1148772101.00,United States,2005,125218,Finance,Investment Managers,/market-activity/stocks/etw
ETWO,E2open Parent Holdings Inc.Class A Common Stock,$9.375,0.035,0.375%,2825249691.00,,2020,1464052,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/etwo
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,$20.5301,-0.0299,-0.145%,223034408.00,,2013,8041,Finance,Finance Companies,/market-activity/stocks/etx           
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$14.31,0.11,0.775%,2228014955.00,United States,2006,193659,Finance,Finance Companies,/market-activity/stocks/ety
EURN,Euronav NV Ordinary Shares,$8.52,-0.11,-1.275%,1718296398.00,,2015,558991,Transportation,Marine Transportation,/market-activity/stocks/eurn
EVA,Enviva Inc. Common Stock,$72.09,0.02,0.028%,4399143096.00,United States,2015,100672,,,/market-activity/stocks/eva
EVC,Entravision Communications Corporation Common Stock,$5.93,0.00,0.00%,506578374.00,United States,2000,186249,Consumer Services,Broadcasting,/market-activity/stocks/evc
EVF,Eaton Vance Senior Income Trust Common Stock,$6.86,0.045,0.66%,120309329.00,United States,1998,25626,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/evf
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,$12.81,0.03,0.235%,171953741.00,United States,2005,28184,Finance,Investment Managers,/market-activity/stocks/evg
EVH,Evolent Health Inc Class A Common Stock,$23.78,-0.35,-1.45%,2126181856.00,United States,2015,276537,Health Care,Managed Health Care,/market-activity/stocks/evh
EVN,Eaton Vance Municipal Income Trust Common Stock,$12.76,0.01,0.078%,506153000.00,United States,1999,82221,Finance,Investment Managers,/market-activity/stocks/evn
EVR,Evercore Inc. Class A Common Stock,$123.01,-3.61,-2.851%,4799754129.00,United States,2006,463070,Finance,Investment Managers,/market-activity/stocks/evr
EVRG,Evergy Inc. Common Stock,$66.13,1.58,2.448%,15163787551.00,,2018,724643,Public Utilities,Power Generation,/market-activity/stocks/evrg
EVRI,Everi Holdings Inc. Common Stock,$20.07,-0.48,-2.336%,1825941024.00,United States,,213947,Consumer Services,Recreational Products/Toys,/market-activity/stocks/evri
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,$28.5889,0.4189,1.487%,2105678693.00,United States,2003,72003,Finance,Finance Companies,/market-activity/stocks/evt
EVTC,Evertec Inc. Common Stock,$43.91,-0.18,-0.408%,3160196377.00,Puerto Rico,2013,132476,Technology,EDP Services,/market-activity/stocks/evtc
EVTL,Vertical Aerospace Ltd. Ordinary Shares,$7.16,-0.51,-6.649%,1497409335.00,,2021,124805,,,/market-activity/stocks/evtl
EW,Edwards Lifesciences Corporation Common Stock,$111.92,3.55,3.276%,69875516792.00,United States,,1879405,Health Care,Industrial Specialties,/market-activity/stocks/ew
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,$11.90,0.04,0.337%,115841800.00,United States,2010,31545,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/exd
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,$10.17,0.12,1.194%,3096625376.00,United States,2007,427305,Finance,Finance Companies,/market-activity/stocks/exg
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),$3.63,-0.09,-2.419%,618774544.00,Canada,,1242309,,,/market-activity/stocks/exk
EXP,Eagle Materials Inc Common Stock,$148.04,0.65,0.441%,5848372902.00,United States,,154065,Capital Goods,Building Materials,/market-activity/stocks/exp
EXPR,Express Inc. Common Stock,$3.045,-0.115,-3.639%,204186062.00,United States,2010,1314919,,,/market-activity/stocks/expr
EXR,Extra Space Storage Inc Common Stock,$205.40,7.84,3.968%,27501376542.00,United States,2004,478047,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/exr
EXTN,Exterran Corporation Common Stock,$5.81,0.21,3.75%,192884023.00,United States,2015,499808,Technology,Diversified Commercial Services,/market-activity/stocks/extn
F,Ford Motor Company Common Stock,$20.465,-0.195,-0.944%,81783082359.00,United States,,69181688,Capital Goods,Auto Manufacturing,/market-activity/stocks/f
FACA,Figure Acquisition Corp. I Class A Common Stock,$9.7953,-0.0447,-0.454%,402306959.00,,2021,101,,,/market-activity/stocks/faca
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,$9.72,0.01,0.103%,419175000.00,,2021,2727,Finance,Business Services,/market-activity/stocks/fact
FAF,First American Corporation (New) Common Stock,$76.17,1.67,2.242%,8360951324.00,United States,,378162,Finance,Specialty Insurers,/market-activity/stocks/faf
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,$9.38,0.08,0.86%,95083456.00,United States,2006,30750,Finance,Finance/Investors Services,/market-activity/stocks/fam
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,$8.77,0.05,0.573%,452604458.00,,2021,94917,Technology,Computer peripheral equipment,/market-activity/stocks/fath
FBC,Flagstar Bancorp Inc. Common Stock,$45.00,-1.02,-2.216%,2393894250.00,United States,,289681,Finance,Savings Institutions,/market-activity/stocks/fbc
FBHS,Fortune Brands Home & Security Inc. Common Stock,$94.165,0.225,0.24%,12781424691.00,United States,,625001,Consumer Durables,Building Products,/market-activity/stocks/fbhs
FBK,FB Financial Corporation Common Stock,$44.55,-0.33,-0.735%,2118318687.00,United States,2016,61015,Finance,Major Banks,/market-activity/stocks/fbk
